word,part_of_speech,phonetic,definition,example,synonyms,antonyms,usage_notes,audio_url,image_url,level
conflict,noun,/kɒnflɪkt/,两个对立群体（或个人）之间的公开冲突；冲突越激烈，胜利就越辉煌——托马斯·潘恩；警方试图控制支持与反对堕胎人群之间的冲突。,,struggle;battle;fight;engagement;dispute;difference;difference of opinion,,ambivalence | military action | state | incompatibility | opposition | disagreement | armageddon;assault;combat;dogfight;naval battle;pitched battle | clash;clash;disagreement | collision;controversy;gap;quarrel | hypernyms:group action;ambivalence;military action;state;incompatibility;opposition;disagreement | hyponyms:class struggle;feud;fight;pacification;rebellion;strife;tug-of-war;turf war;war;armageddon;assault;combat;dogfight;naval battle;pitched battle;clash;disagreement;collision;controversy;gap;quarrel,,,托福雅思词汇
conflict,noun,/kɒnflɪkt/,日期或事件的不一致；他注意到两个会议的日期存在冲突。,,struggle;battle;fight;engagement;dispute;difference;difference of opinion,,ambivalence | military action | state | incompatibility | opposition | disagreement | armageddon;assault;combat;dogfight;naval battle;pitched battle | clash;clash;disagreement | collision;controversy;gap;quarrel | hypernyms:group action;ambivalence;military action;state;incompatibility;opposition;disagreement | hyponyms:class struggle;feud;fight;pacification;rebellion;strife;tug-of-war;turf war;war;armageddon;assault;combat;dogfight;naval battle;pitched battle;clash;disagreement;collision;controversy;gap;quarrel,,,托福雅思词汇
conflict,noun,/kɒnflɪkt/,两种同时存在却又互不相容的情感之间的对立；他因内心的冲突和犹豫不决而动弹不得。,,struggle;battle;fight;engagement;dispute;difference;difference of opinion,,ambivalence | military action | state | incompatibility | opposition | disagreement | armageddon;assault;combat;dogfight;naval battle;pitched battle | clash;clash;disagreement | collision;controversy;gap;quarrel | hypernyms:group action;ambivalence;military action;state;incompatibility;opposition;disagreement | hyponyms:class struggle;feud;fight;pacification;rebellion;strife;tug-of-war;turf war;war;armageddon;assault;combat;dogfight;naval battle;pitched battle;clash;disagreement;collision;controversy;gap;quarrel,,,托福雅思词汇
conflict,noun,/kɒnflɪkt/,戏剧或小说中角色或力量之间的对立（尤指推动情节发展的对立）；这种冲突形式是曼恩作品的核心。,,struggle;battle;fight;engagement;dispute;difference;difference of opinion,,ambivalence | military action | state | incompatibility | opposition | disagreement | armageddon;assault;combat;dogfight;naval battle;pitched battle | clash;clash;disagreement | collision;controversy;gap;quarrel | hypernyms:group action;ambivalence;military action;state;incompatibility;opposition;disagreement | hyponyms:class struggle;feud;fight;pacification;rebellion;strife;tug-of-war;turf war;war;armageddon;assault;combat;dogfight;naval battle;pitched battle;clash;disagreement;collision;controversy;gap;quarrel,,,托福雅思词汇
conflict,noun,/kɒnflɪkt/,对立状态；他的利益冲突使他无法胜任该职位；忠诚冲突。,,struggle;battle;fight;engagement;dispute;difference;difference of opinion,,ambivalence | military action | state | incompatibility | opposition | disagreement | armageddon;assault;combat;dogfight;naval battle;pitched battle | clash;clash;disagreement | collision;controversy;gap;quarrel | hypernyms:group action;ambivalence;military action;state;incompatibility;opposition;disagreement | hyponyms:class struggle;feud;fight;pacification;rebellion;strife;tug-of-war;turf war;war;armageddon;assault;combat;dogfight;naval battle;pitched battle;clash;disagreement;collision;controversy;gap;quarrel,,,托福雅思词汇
congestion,noun,/kənˈdʒɛstʃən/,过度拥挤；交通拥堵,,over-crowding,,crowding | hypernyms:symptom;crowding | hyponyms:hemothorax;hydrothorax;hyperemia;pulmonary congestion;stuffiness,,,托福雅思词汇
congestion,noun,/kənˈdʒɛstʃən/,身体部位血液或其他体液过度积聚,,over-crowding,,crowding | hypernyms:symptom;crowding | hyponyms:hemothorax;hydrothorax;hyperemia;pulmonary congestion;stuffiness,,,托福雅思词汇
conserve,noun,/kənˈsɜːv/,糖渍果脯,,preserve;conserves;preserves,,hypernyms:confiture | hyponyms:apple butter;chowchow;jam;jelly;lemon curd;marmalade,,,托福雅思词汇
context,noun,/ˈkɒntɛkst/,围绕语言单位的语境，有助于确定其解释。,,linguistic context;context of use;circumstance;setting,,environment | hypernyms:discourse;environment | hyponyms:conditions,,,托福雅思词汇
context,noun,/ˈkɒntɛkst/,背景,,linguistic context;context of use;circumstance;setting,,environment | hypernyms:discourse;environment | hyponyms:conditions,,,托福雅思词汇
conviction,noun,/kənˈvɪkʃən/,（刑法）刑事案件的最终有罪判决及所判处的刑罚；该定罪结果并不出人意料。,,strong belief;article of faith;judgment of conviction;condemnation;sentence,acquittal,final judgment | murder conviction;rape conviction;robbery conviction | hypernyms:belief;final judgment | hyponyms:amateurism;murder conviction;rape conviction;robbery conviction,,,托福雅思词汇
conviction,noun,/kənˈvɪkʃən/,坚定不移的信念，无需证据或证明,,strong belief;article of faith;judgment of conviction;condemnation;sentence,acquittal,final judgment | murder conviction;rape conviction;robbery conviction | hypernyms:belief;final judgment | hyponyms:amateurism;murder conviction;rape conviction;robbery conviction,,,托福雅思词汇
core,noun,kɔː,一根磁性材料（如软铁）制成的棒，穿过线圈以增加其电感。,,nucleus;core group;kernel;substance;center;centre;essence;gist;heart;heart and soul;inwardness;marrow;meat;nub;pith;sum;nitty-gritty;Congress of Racial Equality;CORE;effect;burden;magnetic core,,center | content | sample | nongovernmental organization | meaning | torus | chamber | bar | corncob | bare bones;hypostasis;quiddity;quintessence;stuff | hypernyms:set;center;content;sample;nongovernmental organization;meaning;torus;chamber;bar | hyponyms:cadre;corncob;bare bones;hypostasis;quiddity;quintessence;stuff,,,托福雅思词汇
core,noun,kɔː,核反应堆中容纳裂变材料并发生核反应的腔室。,,nucleus;core group;kernel;substance;center;centre;essence;gist;heart;heart and soul;inwardness;marrow;meat;nub;pith;sum;nitty-gritty;Congress of Racial Equality;CORE;effect;burden;magnetic core,,center | content | sample | nongovernmental organization | meaning | torus | chamber | bar | corncob | bare bones;hypostasis;quiddity;quintessence;stuff | hypernyms:set;center;content;sample;nongovernmental organization;meaning;torus;chamber;bar | hyponyms:cadre;corncob;bare bones;hypostasis;quiddity;quintessence;stuff,,,托福雅思词汇
core,noun,kɔː,（计算机科学）一种微小的铁氧体环形磁芯，曾用于随机存取存储器中存储一位数据；现已被半导体存储器取代；每个磁芯穿过三根导线，用于选择和检测每位数据的内容。,,nucleus;core group;kernel;substance;center;centre;essence;gist;heart;heart and soul;inwardness;marrow;meat;nub;pith;sum;nitty-gritty;Congress of Racial Equality;CORE;effect;burden;magnetic core,,center | content | sample | nongovernmental organization | meaning | torus | chamber | bar | corncob | bare bones;hypostasis;quiddity;quintessence;stuff | hypernyms:set;center;content;sample;nongovernmental organization;meaning;torus;chamber;bar | hyponyms:cadre;corncob;bare bones;hypostasis;quiddity;quintessence;stuff,,,托福雅思词汇
core,noun,kɔː,一小群不可或缺的人或事物；五本期刊构成了他们出版计划的核心。,,nucleus;core group;kernel;substance;center;centre;essence;gist;heart;heart and soul;inwardness;marrow;meat;nub;pith;sum;nitty-gritty;Congress of Racial Equality;CORE;effect;burden;magnetic core,,center | content | sample | nongovernmental organization | meaning | torus | chamber | bar | corncob | bare bones;hypostasis;quiddity;quintessence;stuff | hypernyms:set;center;content;sample;nongovernmental organization;meaning;torus;chamber;bar | hyponyms:cadre;corncob;bare bones;hypostasis;quiddity;quintessence;stuff,,,托福雅思词汇
core,noun,kɔː,物体的中心；这个球有一个钛核心。,,nucleus;core group;kernel;substance;center;centre;essence;gist;heart;heart and soul;inwardness;marrow;meat;nub;pith;sum;nitty-gritty;Congress of Racial Equality;CORE;effect;burden;magnetic core,,center | content | sample | nongovernmental organization | meaning | torus | chamber | bar | corncob | bare bones;hypostasis;quiddity;quintessence;stuff | hypernyms:set;center;content;sample;nongovernmental organization;meaning;torus;chamber;bar | hyponyms:cadre;corncob;bare bones;hypostasis;quiddity;quintessence;stuff,,,托福雅思词汇
core,noun,kɔː,地球的中心部分,,nucleus;core group;kernel;substance;center;centre;essence;gist;heart;heart and soul;inwardness;marrow;meat;nub;pith;sum;nitty-gritty;Congress of Racial Equality;CORE;effect;burden;magnetic core,,center | content | sample | nongovernmental organization | meaning | torus | chamber | bar | corncob | bare bones;hypostasis;quiddity;quintessence;stuff | hypernyms:set;center;content;sample;nongovernmental organization;meaning;torus;chamber;bar | hyponyms:cadre;corncob;bare bones;hypostasis;quiddity;quintessence;stuff,,,托福雅思词汇
core,noun,kɔː,空心钻取得的圆柱形土壤或岩石样本,,nucleus;core group;kernel;substance;center;centre;essence;gist;heart;heart and soul;inwardness;marrow;meat;nub;pith;sum;nitty-gritty;Congress of Racial Equality;CORE;effect;burden;magnetic core,,center | content | sample | nongovernmental organization | meaning | torus | chamber | bar | corncob | bare bones;hypostasis;quiddity;quintessence;stuff | hypernyms:set;center;content;sample;nongovernmental organization;meaning;torus;chamber;bar | hyponyms:cadre;corncob;bare bones;hypostasis;quiddity;quintessence;stuff,,,托福雅思词汇
corruption,noun,/kəˈrʌpʃən/,以不当手段（如贿赂）诱使公职人员违反职责（如犯下重罪）；他因腐败和敲诈勒索指控被拘留。,,corruptness;putrescence;putridness;rottenness;degeneracy;depravation;depravity;putrefaction;subversion,incorruptness,putrefaction | decay | immorality | degradation | inducement | hypernyms:dishonesty;putrefaction;decay;immorality;degradation;inducement | hyponyms:infection;jobbery;venality,,,托福雅思词汇
corruption,noun,/kəˈrʌpʃən/,破坏他人（或某群体）的诚信或忠诚；削弱道德操守；腐蚀未成年人；大城市对乡村纯真的颠覆,,corruptness;putrescence;putridness;rottenness;degeneracy;depravation;depravity;putrefaction;subversion,incorruptness,putrefaction | decay | immorality | degradation | inducement | hypernyms:dishonesty;putrefaction;decay;immorality;degradation;inducement | hyponyms:infection;jobbery;venality,,,托福雅思词汇
corruption,noun,/kəˈrʌpʃən/,道德败坏；美德与道德原则的沦丧；上层阶级的奢靡与腐化；道德堕落紧随智力衰退；其妓院、鸦片馆、堕落行径；罗马已陷入道德腐化。,,corruptness;putrescence;putridness;rottenness;degeneracy;depravation;depravity;putrefaction;subversion,incorruptness,putrefaction | decay | immorality | degradation | inducement | hypernyms:dishonesty;putrefaction;decay;immorality;degradation;inducement | hyponyms:infection;jobbery;venality,,,托福雅思词汇
corruption,noun,/kəˈrʌpʃən/,物质衰变（如腐烂或氧化）,,corruptness;putrescence;putridness;rottenness;degeneracy;depravation;depravity;putrefaction;subversion,incorruptness,putrefaction | decay | immorality | degradation | inducement | hypernyms:dishonesty;putrefaction;decay;immorality;degradation;inducement | hyponyms:infection;jobbery;venality,,,托福雅思词汇
data,noun,/ˈdeɪtə/,数据资料,,information;datum;data point,,information | reading;statistic | hypernyms:collection;information | hyponyms:accounting data;metadata;raw data;reading;statistic,,,托福雅思词汇
decay,noun,/dɪˈkeɪ/,腐烂的有机现象,,decline;decomposition;radioactive decay;disintegration,,decrease | organic phenomenon | unsoundness | nuclear reaction | exponential decay | decomposition;deterioration;putrefaction;rancidity | alpha decay;beta decay | hypernyms:natural process;decrease;organic phenomenon;unsoundness;nuclear reaction | hyponyms:cavity;corruption;decomposition;dilapidation;spoilage;exponential decay;deterioration;putrefaction;rancidity;alpha decay;beta decay,,,托福雅思词汇
decay,noun,/dɪˈkeɪ/,逐渐减少；如储存电荷或电流的衰减,,decline;decomposition;radioactive decay;disintegration,,decrease | organic phenomenon | unsoundness | nuclear reaction | exponential decay | decomposition;deterioration;putrefaction;rancidity | alpha decay;beta decay | hypernyms:natural process;decrease;organic phenomenon;unsoundness;nuclear reaction | hyponyms:cavity;corruption;decomposition;dilapidation;spoilage;exponential decay;deterioration;putrefaction;rancidity;alpha decay;beta decay,,,托福雅思词汇
decay,noun,/dɪˈkeɪ/,逐渐劣化的过程,,decline;decomposition;radioactive decay;disintegration,,decrease | organic phenomenon | unsoundness | nuclear reaction | exponential decay | decomposition;deterioration;putrefaction;rancidity | alpha decay;beta decay | hypernyms:natural process;decrease;organic phenomenon;unsoundness;nuclear reaction | hyponyms:cavity;corruption;decomposition;dilapidation;spoilage;exponential decay;deterioration;putrefaction;rancidity;alpha decay;beta decay,,,托福雅思词汇
decay,noun,/dɪˈkeɪ/,放射性物质自发衰变并释放电离辐射。,,decline;decomposition;radioactive decay;disintegration,,decrease | organic phenomenon | unsoundness | nuclear reaction | exponential decay | decomposition;deterioration;putrefaction;rancidity | alpha decay;beta decay | hypernyms:natural process;decrease;organic phenomenon;unsoundness;nuclear reaction | hyponyms:cavity;corruption;decomposition;dilapidation;spoilage;exponential decay;deterioration;putrefaction;rancidity;alpha decay;beta decay,,,托福雅思词汇
