word,part_of_speech,phonetic,definition,example,synonyms,antonyms,usage_notes,audio_url,image_url,level
artery,noun,ˈɑːtəri,动脉,,arteria;arterial blood vessel,,thoroughfare | hypernyms:blood vessel;thoroughfare | hyponyms:alveolar artery;angular artery;aorta;appendicular artery;arcuate artery;arcuate artery of the kidney;arteriole;artery of the penis bulb;artery of the vestibule bulb;ascending artery;auricular artery;axillary artery;basilar artery;brachial artery;bronchial artery;buccal artery;carotid artery;celiac trunk;central artery of the retina;cerebellar artery;cerebral artery;cervical artery;choroidal artery;ciliary artery;circle of willis;circumflex artery;colic artery;communicating artery;coronary artery;cystic artery;digital arteries;epigastric artery;ethmoidal artery;femoral artery;gastric artery;gluteal artery;hepatic artery;ileal artery;ileocolic artery;iliac artery;iliolumbar artery;infraorbital artery;innominate artery;intercostal artery;jejunal artery;labial artery;labyrinthine artery;lacrimal artery;laryngeal artery;lienal artery;lingual artery;lumbar artery;maxillary artery;meningeal artery;mesenteric artery;metacarpal artery;metatarsal artery;musculophrenic artery;nutrient artery;ophthalmic artery;ovarian artery;palatine artery;pancreatic artery;perineal artery;popliteal artery;pudendal artery;pulmonary artery;radial artery;rectal artery;renal artery;subclavian artery;testicular artery;ulnar artery;uterine artery;vaginal artery;vertebral artery,,,六级词汇
artifact,noun,ˈɑːtɪfækt,人造物体整体,,artefact,natural object,hypernyms:whole | hyponyms:americana;anachronism;antiquity;article;block;building material;button;commodity;cone;covering;creation;decker;decoration;electroplate;excavation;extra;fabric;facility;fixture;float;insert;instrumentality;layer;lemon;line;marker;mystification;opening;padding;paving;plaything;ready-made;restoration;sheet;sphere;square;squeaker;strip;structure;surface;thing;track;way;weight,,,六级词汇
artillery,noun,/ɑːˈtɪləri/,大型但可运输的武器装备,,heavy weapon;gun;ordnance;artillery unit;weapon,,army unit | persuasion | battery | hypernyms:armament;army unit;persuasion | hyponyms:cannon;field artillery;four-pounder;battery,,,六级词汇
artillery,noun,/ɑːˈtɪləri/,炮兵部队,,heavy weapon;gun;ordnance;artillery unit;weapon,,army unit | persuasion | battery | hypernyms:armament;army unit;persuasion | hyponyms:cannon;field artillery;four-pounder;battery,,,六级词汇
assault,noun,/əˈsɔːlt/,看似有能力造成人身伤害者所威胁或企图进行的身体攻击,,Assault;rape;violation;ravishment,,attack | sexual assault | aggravated assault;battery;mugging | date rape;statutory rape | hypernyms:battle;attack;sexual assault | hyponyms:resisting arrest;storm;aggravated assault;battery;mugging;date rape;statutory rape,,,六级词汇
assault,noun,/əˈsɔːlt/,军事攻击高潮时的近身搏斗,,Assault;rape;violation;ravishment,,attack | sexual assault | aggravated assault;battery;mugging | date rape;statutory rape | hypernyms:battle;attack;sexual assault | hyponyms:resisting arrest;storm;aggravated assault;battery;mugging;date rape;statutory rape,,,六级词汇
assortment,noun,/əˈsɔːtmənt/,一个包含各类物品的集合；展出了各式各样的汽车；他患有多种疾病；名副其实的宗教大杂烩。,,mixture;mixed bag;miscellany;miscellanea;variety;salmagundi;smorgasbord;potpourri;motley;categorization;categorisation;classification;compartmentalization;compartmentalisation,,grouping | indexing;reclassification;relegation;stratification;taxonomy;typology | hypernyms:collection;grouping | hyponyms:alphabet soup;grab bag;odds and ends;range;sampler;selection;witches' brew;indexing;reclassification;relegation;stratification;taxonomy;typology,,,六级词汇
atlas,noun,/ˈætləs/,人形柱,,Atlas;book of maps;map collection;atlas vertebra;telamon,,cervical vertebra | column | hypernyms:reference book;cervical vertebra;column | hyponyms:dialect atlas,,,六级词汇
atlas,noun,/ˈætləs/,第一颈椎,,Atlas;book of maps;map collection;atlas vertebra;telamon,,cervical vertebra | column | hypernyms:reference book;cervical vertebra;column | hyponyms:dialect atlas,,,六级词汇
atlas,noun,/ˈætləs/,地图集,,Atlas;book of maps;map collection;atlas vertebra;telamon,,cervical vertebra | column | hypernyms:reference book;cervical vertebra;column | hyponyms:dialect atlas,,,六级词汇
atrocity,noun,/əˈtrɒsɪti/,暴行,,atrociousness;barbarity;barbarousness;heinousness;inhumanity,,cruelty | hypernyms:inhumaneness;cruelty | hyponyms:brutality;enormity;outrage,,,六级词汇
atrocity,noun,/əˈtrɒsɪti/,惨无人道,,atrociousness;barbarity;barbarousness;heinousness;inhumanity,,cruelty | hypernyms:inhumaneness;cruelty | hyponyms:brutality;enormity;outrage,,,六级词汇
auction,noun,ˈɔːkʃən,公开拍卖,,auction bridge;auction sale;vendue,,sale | hypernyms:bridge;sale,,,六级词汇
auction,noun,ˈɔːkʃən,一种桥牌玩法，其中超额完成的墩数计入成局分；现通常被合约桥牌取代。,,auction bridge;auction sale;vendue,,sale | hypernyms:bridge;sale,,,六级词汇
audit,noun,/ˈɔːdɪt/,对状况或情况的系统性检查或审查；他对自己房产上的所有植物进行了核查；能效审计；电子邮件日志审计。,,audited account,,examination | hypernyms:accounting;examination | hyponyms:financial audit;limited audit,,,六级词汇
autobiography,noun,/ˌɔːtəbaɪˈɒɡrəfi/,我是一款由深度求索公司开发的人工智能助手，没有个人经历或成长故事。我的核心功能是提供信息解答、文本处理及多轮对话服务，通过算法与数据训练不断优化响应能力。如需了解更多技术细节或功能说明，可随时提问。,,,,hypernyms:biography | hyponyms:memoir,,,六级词汇
avail,noun,əˈveɪl,一种服务方式；无济于事；无可奈何。,,help;service,,hypernyms:helpfulness,,,六级词汇
baffle,noun,/ˈbæfl/,控制或引导流体或能量流动的平板,,baffle board,,hypernyms:plate | hyponyms:diffuser,,,六级词汇
barge,noun,/bɑːdʒ/,平底驳船（尤用于运河运输重物）,,flatboat;hoy;lighter,,hypernyms:boat | hyponyms:dredger;houseboat;pontoon;scow;wherry,,,六级词汇
barn,noun,/bɑːn/,用于储存谷物或动物饲料以及圈养牲畜的偏远农舍。,,b,,area unit | hypernyms:farm building;area unit | hyponyms:cowbarn;tithe barn,,,六级词汇
barn,noun,/bɑːn/,（物理学）核截面单位；一个粒子作为目标呈现给另一个粒子以供碰撞的有效圆形面积。,,b,,area unit | hypernyms:farm building;area unit | hyponyms:cowbarn;tithe barn,,,六级词汇
barometer,noun,/bəˈrɒmɪtə/,测量大气压力的仪器,,,,hypernyms:measuring instrument | hyponyms:aneroid barometer;barograph;mercury barometer;weatherglass,,,六级词汇
barren,noun,/ˈbærən/,一片不毛之地，毫无耕种价值；非洲中部的荒原；沙漠中无路可寻的荒野。,,waste;wasteland,,hypernyms:wilderness | hyponyms:heath,,,六级词汇
bass,noun,/bæs/,食用棘鳍鱼类的俗称,,bass part;basso;sea bass;freshwater bass;bass voice,,part | singer | saltwater fish | freshwater fish | singing voice | musical instrument | percoid fish | striped bass | largemouth bass;smallmouth bass | basso profundo | bass fiddle;bass guitar;bass horn;bombardon | freshwater bass | hypernyms:pitch;part;singer;saltwater fish;freshwater fish;singing voice;musical instrument;percoid fish | hyponyms:figured bass;ground bass;striped bass;largemouth bass;smallmouth bass;basso profundo;bass fiddle;bass guitar;bass horn;bombardon;freshwater bass,,,六级词汇
bass,noun,/bæs/,乐器家族中音域最低的成员,,bass part;basso;sea bass;freshwater bass;bass voice,,part | singer | saltwater fish | freshwater fish | singing voice | musical instrument | percoid fish | striped bass | largemouth bass;smallmouth bass | basso profundo | bass fiddle;bass guitar;bass horn;bombardon | freshwater bass | hypernyms:pitch;part;singer;saltwater fish;freshwater fish;singing voice;musical instrument;percoid fish | hyponyms:figured bass;ground bass;striped bass;largemouth bass;smallmouth bass;basso profundo;bass fiddle;bass guitar;bass horn;bombardon;freshwater bass,,,六级词汇
bass,noun,/bæs/,音乐音域的最低部分,,bass part;basso;sea bass;freshwater bass;bass voice,,part | singer | saltwater fish | freshwater fish | singing voice | musical instrument | percoid fish | striped bass | largemouth bass;smallmouth bass | basso profundo | bass fiddle;bass guitar;bass horn;bombardon | freshwater bass | hypernyms:pitch;part;singer;saltwater fish;freshwater fish;singing voice;musical instrument;percoid fish | hyponyms:figured bass;ground bass;striped bass;largemouth bass;smallmouth bass;basso profundo;bass fiddle;bass guitar;bass horn;bombardon;freshwater bass,,,六级词汇
bass,noun,/bæs/,男低音,,bass part;basso;sea bass;freshwater bass;bass voice,,part | singer | saltwater fish | freshwater fish | singing voice | musical instrument | percoid fish | striped bass | largemouth bass;smallmouth bass | basso profundo | bass fiddle;bass guitar;bass horn;bombardon | freshwater bass | hypernyms:pitch;part;singer;saltwater fish;freshwater fish;singing voice;musical instrument;percoid fish | hyponyms:figured bass;ground bass;striped bass;largemouth bass;smallmouth bass;basso profundo;bass fiddle;bass guitar;bass horn;bombardon;freshwater bass,,,六级词汇
bass,noun,/bæs/,复调音乐中的最低声部,,bass part;basso;sea bass;freshwater bass;bass voice,,part | singer | saltwater fish | freshwater fish | singing voice | musical instrument | percoid fish | striped bass | largemouth bass;smallmouth bass | basso profundo | bass fiddle;bass guitar;bass horn;bombardon | freshwater bass | hypernyms:pitch;part;singer;saltwater fish;freshwater fish;singing voice;musical instrument;percoid fish | hyponyms:figured bass;ground bass;striped bass;largemouth bass;smallmouth bass;basso profundo;bass fiddle;bass guitar;bass horn;bombardon;freshwater bass,,,六级词汇
bass,noun,/bæs/,成年男低音歌手,,bass part;basso;sea bass;freshwater bass;bass voice,,part | singer | saltwater fish | freshwater fish | singing voice | musical instrument | percoid fish | striped bass | largemouth bass;smallmouth bass | basso profundo | bass fiddle;bass guitar;bass horn;bombardon | freshwater bass | hypernyms:pitch;part;singer;saltwater fish;freshwater fish;singing voice;musical instrument;percoid fish | hyponyms:figured bass;ground bass;striped bass;largemouth bass;smallmouth bass;basso profundo;bass fiddle;bass guitar;bass horn;bombardon;freshwater bass,,,六级词汇
batter,noun,/ˈbætə/,面糊,,hitter;slugger;batsman,,concoction | fritter batter;pancake batter;puff batter | hypernyms:ballplayer;concoction | hyponyms:bunter;designated hitter;pinch hitter;switch-hitter;whiffer;fritter batter;pancake batter;puff batter,,,六级词汇
batter,noun,/ˈbætə/,击球手,,hitter;slugger;batsman,,concoction | fritter batter;pancake batter;puff batter | hypernyms:ballplayer;concoction | hyponyms:bunter;designated hitter;pinch hitter;switch-hitter;whiffer;fritter batter;pancake batter;puff batter,,,六级词汇
bead,noun,/biːd/,中间有孔的小球,,drop;pearl;beading;beadwork;astragal,,sphere | molding | dewdrop;teardrop | quirk bead | hypernyms:jewelry;sphere;molding | hyponyms:bugle;dewdrop;teardrop;quirk bead,,,六级词汇
beak,noun,/biːk/,鸟嘴的欲望投射,,bill;neb;nib;pecker;honker;hooter;nozzle;snoot;snout;schnozzle;schnoz,,mouth | tip | nose | hypernyms:mouth;tip;nose | hyponyms:cere,,,六级词汇
beak,noun,/biːk/,喙状口（如龟类等非鸟类动物）,,bill;neb;nib;pecker;honker;hooter;nozzle;snoot;snout;schnozzle;schnoz,,mouth | tip | nose | hypernyms:mouth;tip;nose | hyponyms:cere,,,六级词汇
beak,noun,/biːk/,鼻子的俗称,,bill;neb;nib;pecker;honker;hooter;nozzle;snoot;snout;schnozzle;schnoz,,mouth | tip | nose | hypernyms:mouth;tip;nose | hyponyms:cere,,,六级词汇
beak,noun,/biːk/,某些植物结构上呈喙状、渐尖的尖端,,bill;neb;nib;pecker;honker;hooter;nozzle;snoot;snout;schnozzle;schnoz,,mouth | tip | nose | hypernyms:mouth;tip;nose | hyponyms:cere,,,六级词汇
beetle,noun,/ˈbiːtəl/,昆虫具有咀嚼式口器，前翅特化为角质鞘覆盖于膜质后翅之上。,,mallet,,hammer | carpenter's mallet;gavel | hypernyms:insect;hammer | hyponyms:asian longhorned beetle;bark beetle;blister beetle;carpet beetle;clerid beetle;deathwatch beetle;elaterid beetle;firefly;ground beetle;ladybug;lamellicorn beetle;leaf beetle;long-horned beetle;rove beetle;tiger beetle;water beetle;weevil;whirligig beetle;carpenter's mallet;gavel,,,六级词汇
bibliography,noun,/ˌbɪbliˈɒɡrəfi/,著述目录（附出版时间与地点，如个人作者作品集或文献引用清单等）,,,,hypernyms:list,,,六级词汇
binoculars,noun,/bɪˈnɒkjʊləz/,双目光学仪器,,field glasses;opera glasses,,hypernyms:optical instrument,,,六级词汇
bishop,noun,/ˈbɪʃəp/,（国际象棋）象,,,,mulled wine | chessman | hypernyms:priest;mulled wine;chessman | hyponyms:archbishop;cardinal;diocesan;eparch;exarch;primus;suffragan;vicar apostolic,,,六级词汇
bishop,noun,/ˈbɪʃəp/,波特酒加橙子和丁香热饮,,,,mulled wine | chessman | hypernyms:priest;mulled wine;chessman | hyponyms:archbishop;cardinal;diocesan;eparch;exarch;primus;suffragan;vicar apostolic,,,六级词汇
bishop,noun,/ˈbɪʃəp/,主教,,,,mulled wine | chessman | hypernyms:priest;mulled wine;chessman | hyponyms:archbishop;cardinal;diocesan;eparch;exarch;primus;suffragan;vicar apostolic,,,六级词汇
blackmail,noun,/blækmeɪl/,以威胁揭露不实信息进行敲诈勒索,,,,hypernyms:extortion,,,六级词汇
blaze,noun,bleɪz,浅色标记；他们削下树皮用标记来标示小径；那匹马两眼之间有一块白斑。,,blazing;hell;glare;brilliance,,trouble | mischief | brightness | marking | hypernyms:fire;trouble;mischief;brightness;marking,,,六级词汇
blaze,noun,bleɪz,熊熊燃烧的烈焰；火势迅速蔓延。,,blazing;hell;glare;brilliance,,trouble | mischief | brightness | marking | hypernyms:fire;trouble;mischief;brightness;marking,,,六级词汇
bleach,noun,bliːtʃ,漂白,,bleaching agent;blanching agent;whitener,,agent | whitening | etiolation | hypernyms:white;agent;whitening | hyponyms:benzoyl peroxide;bleaching powder;calcium hypochlorite;chlorine dioxide;chlorine water;clorox;sodium hypochlorite;etiolation,,,六级词汇
bleach,noun,bliːtʃ,去除颜色后产生的白色；通常需要多次处理才能完全漂白。,,bleaching agent;blanching agent;whitener,,agent | whitening | etiolation | hypernyms:white;agent;whitening | hyponyms:benzoyl peroxide;bleaching powder;calcium hypochlorite;chlorine dioxide;chlorine water;clorox;sodium hypochlorite;etiolation,,,六级词汇
blink,noun,blɪŋk,快速眨眼的反射动作,,eye blink;blinking;wink;winking;nictitation;nictation,,hypernyms:reflex | hyponyms:palpebration,,,六级词汇
bloc,noun,blɒk,特殊联盟国家集团,,axis,,hypernyms:alliance | hyponyms:sterling area,,,六级词汇
bluff,noun,blʌf,虚张声势；通过假装牌力强大来欺骗对手。,,four flush,,pretense | deception | hypernyms:bank;pretense;deception,,,六级词汇
bluff,noun,blʌf,虚张声势，假装自己的立场比实际更强大；他的虚张声势成功地让他被接受了。,,four flush,,pretense | deception | hypernyms:bank;pretense;deception,,,六级词汇
bluff,noun,blʌf,陡峭的河岸（通常由河流侵蚀形成）,,four flush,,pretense | deception | hypernyms:bank;pretense;deception,,,六级词汇
blunder,noun,/ˈblʌndə/,一个尴尬的错误,,blooper;bloomer;bungle;pratfall;foul-up;fuckup;flub;botch;boner;boo-boo,,hypernyms:mistake | hyponyms:bobble;bull;clanger;faux pas;fluff;fumble;howler;snafu;spectacle;trip,,,六级词汇
